Id;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence
17804;12;490;17136;584988;19889100;675741430;22955884992;779828000000;26491200000000;899921000000000;30570800000000000
17805;5;52;496;7536;224792;13949968;1780090736;465162000000;246624000000000;263287000000000000;563752000000000000000
17807;1;3;2;5;8;1;7;6;6;3;6
17808;19;455;4057;48335;562961;7099021;90062519;1168520339;15269686011;201397000000;2670600000000
17811;9;15;18;21;27;30;33;35;36;39;42
17813;1;1;1;1;1;3;3;3;3;3;5
17815;1;4;2;5;3;15;6;8;14;16;59
17816;0;3;1;1;3;1;1;1;1;3;1
17817;1;3;11;45;187;813;3595;16129;73455;337045;1560531
17820;1;10;28;55;100;253;280;325;505;550;775
17821;0;0;0;0;0;1;1;0;1;0;4
17823;12;40;70;80;88;160;272;320;490;544;928
17827;1;-1;1;-1;1;-1;1;-1;1;-1;1
17830;3;29;47;79;83;97;137;173;191;227;263
17831;1;0;0;1;1;1;2;2;3;4;5
17832;1;8;47;248;1251;6194;30496;150348;745086;3719388;18721063
17833;1;1;1;1;-1;-1;-1;-1;2;2;2
17834;1;2;9;19;65;136;430;886;2721;5538;16793
17835;1;0;1;4;105;2576;122129;0;0;0;0
17840;0;1;4;10;14;15;21;34;40;50;74
17843;0;0;0;0;0;120;720;2520;6720;15120;30240
17845;1;2;7;25;102;421;1833;8055;36333;165105;761383
17848;0;0;0;0;-2;28;-344;4360;-57760;793502;0
17849;1;5;24;109;465;1943;7827;31095;121356;0;0
17850;1;24;252;2788;31923;352105;3700992;37619035;375300388;3721757919;37050089673
17851;0;0;0;2;2;2;2;4;8;8;8
17852;1;0;1;-1;0;2;2;-3;-3;3;-3
17857;1;6;51;861;32856;3013980;690729981;406279000000;625750000000000;2563200000000000000;28270500000000000000000
17858;2;4;5;6;9;10;12;14;15;17;19
17860;1;1;3;9;32;112;411;1590;6222;25025;101745
17862;0;0;0;1;4;18;79;326;1278;4875;17978
17864;2;4;56;110;125;161;287;391;418;423;511
17868;5939831;5939833;5939839;5939849;5939863;5939881;5939903;5939929;5939959;5939993;5940169
17870;1;1;1;1;2;1;1;4;2;1;1
17873;1;10;98;982;10062;105024;1112757;11934910;129307100;1412855500;15548498902
17874;31;781;18621;433809;10056959;232824241;5388274121;124693000000;2885580000000;66776800000000;1545320000000000
17875;1;2;1;3;2;1;4;3;4;1;5
17876;3;5;10;19;37;71;137;264;509;981;1891
17878;2;5;3;17;11;7;9;33;67;57;59
17879;6;4;5;8;3;2;7;9;5;6;9
17880;0;1;0;1;1;2;2;6;9;20;37
17881;0;531441;34012224;387420489;2176782336;8303765625;24794911296;62523502209;139314000000;282430000000;531441000000
17883;1;2;3;9;28;108;984;7649;73052;1440611;30613610
17884;1;4;26;220;2243;26484;353380;5239276;85243413;1507394980;28749072350
17885;2;2;2;3;3;5;5;7;7;7;11
17889;1;2;1;10;7;94;59;1246;833;21602;14105
17890;17835;352950;7146451;141179471;2839352529;57762265633;1169000000000;23699600000000;481694000000000;9783480000000000;198710000000000000
17894;1;0;1;1;2;2;4;4;6;7;10
17895;1;0;1;0;0;0;1;0;0;0;0
17896;0;75048;122183;445838;868588;1078331;3152249;4337790;4962337;5101537;5572485
17899;0;1;2;3;4;5;7;8;10;11;12
17901;1;2;2;6;9;6;24;82;82;24;120
17902;0;1;3;8;25;79;248;777;2435;7632;23921
17903;0;32;52;184;320;484;580;1696;1768;2008;5332
17904;7;24;41;58;75;92;109;126;143;160;177
17907;1;2;3;4;5;6;7;10;8;9;11
17911;1;2;3;4;5;6;7;9;10;10;11
17913;11136544;180689000000;2933480000000000;47624700000000000000;773181000000000000000000;12552500000000000000000000000;203788000000000000000000000000000;3308470000000000000000000000000000000;0;0;0
17918;3;4;5;6;3;3;7;4;3;8;5
17919;6;42;224;1080;4950;22022;96030;412698;1754116;7391475;30931296
17921;13;14;27;95;217;312;841;1153;3147;10594;13741
17923;27;631;16323;426359;11148439;291545903;7624417031;199392000000;5214440000000;136367000000000;3566230000000000
17926;2;8;8;2;1;2;1;4;1;7;1
17927;1;4;9;16;27;40;55;72;91;112;135
17928;0;1;0;6;2;1;12;4;0;7;3
17929;2;4;23;122;199;408;4995;7320;44217;177682;394826
17931;1;0;1;2;2;8;21;30;110;304;522
17932;1;2;4;3;4;8;4;4;9;8;4
17934;25;7;6;7;50;7;6;7;50;7;6
17938;5;5;20;90;330;1290;0;0;0;0;0
17939;2;3;5;11;13;25;51;63;95;155;307
17940;1;0;0;0;0;0;0;-1;-1;-2;-3
17941;11;12;111;112;211;212;311;312;411;412;511
17944;0;0;1;2;1;4;5;4;7;8;7
17945;1;2;2;3;24;3;5;152;152;5;8
17946;-1;-1;-1;0;1;2;0;-3;-5;-1;11
17947;0;1;2;3;5;6;7;9;10;11;12
17949;1;19;142;665;2338;6762;16968;38214;79035;152581;278278
17950;0;2;5;10;16;22;28;35;41;47;54
17952;1;2;6;28;52;112;172;270;316;420;592
17954;4405;1938;2136;2429;2700;2926;3540;4514;5773;7247;8885
17956;0;0;9408;3449628;211341312;5045250000;66856881600;591710000000;3901720000000;20560800000000;90818100000000
17958;2;4;8;23;35;47;59;63;83;89;113
17959;1;2;3;4;0;1;2;3;4;5;1
17961;6;13;32;69;130;221;348;517;734;1005;1336
17962;5;6;25;235;256;23566;2352365325;23523653335;0;0;0
17963;1;1;-1;1;-2;1;0;-2;3;-1;1
17964;0;-5;9;-21;34;-57;83;-121;164;-221;285
17971;0;1;1;2;3;5;5;4;3;4;4
17973;8;16;24;27;40;48;54;56;80;81;88
17974;1;2;3;4;6;10;16;29;59;140;400
17976;3;5;7;9;11;33;13;39;65;15;17
17977;3;13;17;23;29;43;53;61;79;101;103
17979;2;8;9;64;65;66;2527;2528;2529;2530;60071
17980;1;3;7;9;10;11;12;13;14;15;16
17981;1;2;2;2;2;1;1;1;2;1;1
17983;1;1;1;1;1;1;1;1;1;1;1
17987;14;464;16608;600426;21758476;788922798;28608436530;1037450000000;37621800000000;1364310000000000;49475400000000000
17988;1;3;9;28;90;311;1099;3928;14151;52025;193192
17989;3;0;2;1;0;0;3;3;3;1;2
17992;1;1;-1;5;6;3;3;3;3;3;3
17993;12;15;28;44;63;68;101;121;128;148;168
17994;2;8;6;1;3;4;9;2;9;3;1
17998;1;11;21;121;131;231;241;1331;441;1441;1451
17999;1;3;49;35713;102851;949818597;1070640001;74145779101;138453000000;158237000000;0
18000;1;1;2;8;26;56;194;832;2866;7904;30690
18002;8135;1972115;90062519;10857153407;1077780000000;0;0;0;0;0;0
18003;1;3;9;15;21;33;2007;2127;3759;29355;34653
18004;0;1;3;5;8;12;16;21;27;34;41
18005;64;4096;50397;481552;5746968;68635317;830564651;9918543104;118359000000;1403550000000;16623100000000
18006;1;0;1;0;1;1;0;2;2;1;0
18007;2924;5564;10856;66992;176336;180848;455344;514736;1464592;2947216;2090656
18008;187;700075;2646531062;10084800000000;38410000000000000;146299000000000000000;557230000000000000000000;2122410000000000000000000000;8083930000000000000000000000000;0;0
18009;1;1;3;9;35;131;539;2178;9466;39944;178102
18010;35;663;4763;21093;69573;188505;443169;936715;1822729;3318565;5722319
18014;0;0;106;577647;2109982576;6456940000000;17876700000000000;46430200000000000000;115422000000000000000000;278025000000000000000000000;654162000000000000000000000000
18016;0;1;1;1;1;3;1;8;3;8;3
18019;2;-6;22;-100;668;-6048;64776;-763488;9918072;-144472680;2365739880
18021;1;1;4;3;23;11;176;25;563;137;6508
18023;4;12;20;38;56;88;0;0;0;0;0
18024;1;6;41;308;2465;20542;176075;1540657;13694729;1232525611;11204778282
18029;2;3;5;7;9;11;13;13;17;19;19
18032;1;2;3;2;2;1;3;1;1;2;3
18034;1;13;59;183;476;1108;2409;4993;10007;19559;37504
18035;1;1;5;132;16796;9694845;24466267020;263748000000000;11959800000000000000;2257120000000000000000000;1759410000000000000000000000000
18036;1;4;12;29;60;111;189;302;459;670;946
18037;0;0;0;0;1;0;0;1;1;0;0
18039;9;11;30;82;6131;26735;29430;76172;151439;227416;771341
18040;1;1;1;1;5;1;1;6;6;1;1
18041;5;17;43;137;193;197;223;227;349;379;463
18043;7;103;151;199;439;487;631;727;823;919;967
18046;0;1;1;-2;4;-4;3;16;3;0;15
18049;0;2;4;0;8;10;12;14;0;18;2
18054;0;0;1;2;0;3;0;3;0;2;4
18057;2;4;10;30;72;382;1022;3890;12032;60098;0
18059;40;120;128;192;384;600;960;960;960;1920;2880
18062;1914;872784;1100843406;440500000000;295554000000000;119949000000000000;67115800000000000000;27915200000000000000000;0;0;0
18064;2;4;8;15;28;50;90;156;0;0;0
18068;0;6;24;60;120;210;336;504;72;990;231
18069;2;22;74;192;418;921;1631;2946;4945;7898;12194
18070;13;13;26;26;39;39;52;52;65;65;78
18072;0;0;1;1;4;6;7;8;8;9;9
18077;3;5;13;17;43;127;229;277;6043;11131;11821
18079;1;1;0;-1;-4;-12;-34;-93;-248;-644;-1622
18082;1;1;12;56;167;391;786;1422;2381;3757;5656
18085;3;3;7;11;28;57;155;353;1003;2458;7214
18088;1;1;1;17;57;369;5039;105411;2937697;116344821;7465413345
18089;1;1;15;1024;198581;85102056;68999174203;95264200000000;207602000000000000;674354000000000000000;3122480000000000000000000
18090;144;35831808;8916100000000;2218610000000000000;552061000000000000000000;137371000000000000000000000000;34182200000000000000000000000000000;8505620000000000000000000000000000000000;2116470000000000000000000000000000000000000000;0;0
18091;0;1;4;10;12;17;0;0;0;0;0
18092;0;0;2;0;2;9;0;0;23;31;0
18094;1;1;4;23;173;1602;17575;222497;3188806;50988405;899222457
18095;1;10;190;5320;196840;9054640;498005200;31872332800;2326680000000;190788000000000;17361700000000000
18096;1;2;3;3;4;4;4;4;5;5;5
18100;0;1;8;38;165;1020;5360;24553;98442;0;0
18111;241;483;725;967;1209;1451;1693;1935;2177;2419;2661
18112;19;85;151;175;187;199;211;223;228;230;231
18115;1;28;462;5712;58289;516292;4093670;29660488;199276056;1255092972;7472840004
18117;1;2;3;4;5;6;7;8;9;1;0
18119;1;25;420;5990;78431;976275;11762890;138612880;1607750661;18432396125;209481000000
18123;0;1;1;4;6;8;9;15;21;27;16
18126;9;8;11;10;13;12;15;14;1;0;3
18129;1;38;1406;52022;1924814;71218118;2635069663;97497551520;3607410000000;133474000000000;4938540000000000
18130;1;6;162;15336;5135400;6403850928;30733400000000;576179000000000000;42495500000000000000000;12378900000000000000000000000;14278700000000000000000000000000000
18137;0;0;1;2;5;8;16;22;39;86;110
18141;0;4;7;9;13;14;16;18;21;23;24
18142;0;5;74;831;8770;90407;921501;9335420;94238544;949152465;9544947488
18143;1;1;2;1;1;2;1;1;3;1;2
18145;4;6;6;10;9;10;14;15;15;14;22
18147;2;6;18;42;69;126;207;378;621;906;1311
18148;1;31;71;127;2201;3937;9017;122921;279527;3810551;8727391
18149;1;21;22;43;65;108;173;281;454;735;1189
18150;2;3;9;4;1;15;26;89;146;139;95
18151;6;0;164;0;60;2354;282;1336;100;1254;366
18152;2;5;4;5;7;2;9;8;9;5;0
18153;1;2;3;4;7;5;6;9;10;11;17
18154;3;10;50;116;560;1730;6123;30122;116908;507277;2492737
18155;0;6;8;0;10;18;14;14;0;26;28
18156;2;3;5;7;11;13;17;19;23;29;31
18158;1;19;251;2891;31227;326235;3346267;33966427;342687323;3445012571;34558963803
18160;1;8;16;27;32;64;81;125;128;216;243
18161;0;0;0;2;5;18;96;0;0;0;0
18163;182;2829;43091;661963;10137464;155490654;2383064182;36538359367;560099000000;8586850000000;131636000000000
18165;0;0;0;0;0;0;1;1;2;5;6
18166;17;123;728;13277;132202;1194982;11575179;157085533;1846682222;18830197948;204139000000
18168;1;2;7;25;95;384;1581;6650;28445;122882;536461
18170;3;4;5;6;7;8;9;11;13;16;20
18171;1;2;5;3;6;1;0;6;2;9;1
18173;1;1;1;1;3;1;1;7;7;1;1
18174;0;2;2;2;4;2;4;4;4;4;4
18175;323;377;442;1891;2737;2834;3827;4181;5777;6479;6601
18179;3;2;3;2;3;4;5;3;11;2;3
18180;1;4;6;7;10;16;22;31;1315;2064;6150
18181;2;16;51;118;230;402;651;996;1458;2060;2827
18182;432;440;708;864;1568;2048;3904;4608;7872;9216;15808
18185;9;3;4;8;0;2;2;0;0;5;4
18186;0;0;3;7;4;5;3;1;8;3;5
18190;1;4;52;912;17992;377004;8189036;182127464;4118242896;94264009684;2177850000000
18191;1;4;3;5;5;6;7;7;8;9;9
18194;1;1;3;20;217;3206;59000;1288184;32391811;919625298;29062669744
18196;1;1;2;5;13;37;111;348;1115;3690;12437
18197;2;131;653;15541;15541;24527681;38277341;16048035481;48718117843;5498080000000;38413400000000
18199;1;11;24;327;4256;53125;646656;7823543;816777216;9387420489;102
18202;22020;24647;30923;47672;55447;57120;73447;74848;96675;105772;121667
18204;1;3;6;51;57;63;150;393;420;547;0
18205;0;0;0;0;1;0;0;7;7;0;0
18207;2;66;222;282;434;474;494;606;646;2222;2882
18208;0;1;2;3;5;6;7;10;12;13;14
18209;1;3;6;7;9;15;21;27;31;33;39
18210;2;3;3;4;4;4;5;5;9;5;6
18214;0;0;-1;0;1;-1;0;0;1;-1;0
18215;2;6;12;24;36;48;60;120;180;240;360
18217;1;34;595;7140;66045;501942;3262623;18643560;95548245;445891810;1917334783
18221;1;1;1;1;1;3;3;1;3;2;3
18224;1;1;16;129;4273;217880;23946130;5094296927;2171430000000;1837080000000000;3094530000000000000
18226;68599;75451;86759;124504;139471;161963;177187;186407;190571;195011;199231
18227;2;4;3;8;8;16;5;9;16;32;12
18228;1;0;1;-2;0;1;0;-3;0;1;2
18231;2;22;724;5468899;41219800000000;9830400000000000000000000000;175501000000000000000000000000000000000000000000000000000;0;0;0;0
18236;3;5;7;17;19;151;163;257;487;751;1459
18237;3;2;4;-2;0;8;-4;-24;0;16;4
18238;1;4;16;62;239;920;3544;13672;52834;204528;793092
18239;1;1;1;1;1;1;1;1;1;1;1
18240;1;2;7;26;113;468;2112;9304;43238;196296;926485
18241;0;1;0;-2;0;216;0;-568464;0;36058658688;0
18242;2;3;3;2;14;2;2;25;25;2;2
18244;1;0;0;-1;0;0;0;0;0;1;0
18245;5;16;47;106;233;412;689;1020;1451;2050;2759
18252;2;2;6;4;2;6;6;8;2;2;4
18255;6;0;5;5;2;1;7;8;8;8;8
18256;1;4;9;12;16;24;30;36;60;72;90
18257;1;5;209;1189;3905;9701;20305;37829;64769;104005;158801
18259;16;23;32;44;72;88;107;152;204;296;332
18262;3;14;65;294;1302;5676;24453;104390;442442;1864356;7818538
18263;1;47;2162;99452;4574792;210440432;9680259872;445292000000;20483400000000;942238000000000;43342900000000000
18266;1;1;2;1;2;2;3;1;2;2;2
18269;1;2;2;3;2;2;3;2;3;2;5
18270;67;167;587;719;751;769;1129;1163;1531;1913;2099
18271;10;11;12;13;14;15;100;101;102;103;104
18273;3;7;31;127;819;131;524;214;230;618;162
18275;0;2;36;98;198;330;494;690;918;1178;1470
18278;0;1;34;1123;37060;1222981;40358374;1331826343;43950269320;1450360000000;47861800000000
18279;1;4;2304;24964;73441;1560001;132549169;1626428241;147806000000;3518230000000;120106000000000
18281;1;3;3;8;10;8;9;12;12;9;4
18285;1;2;6;24;74;312;1620;7876;41114;262142;1640026
18287;0;1;1;3;5;1;1;3;5;1;1
18289;0;1;1;1;1;2;0;1;1;2;0
18291;11;17;41;1277;21557;26681;28277;113147;128981;421697;665111
18292;2;4;6;8;11;13;14;16;19;20;23
18293;1;4;15;4;7;15;56;9;15;31;209
18294;2;2;2;4;2;4;6;8;2;4;4
18295;428;1001;1728;2574;10384;46749;110385;437119;1110386;5655840;11110387
18297;1;0;1;1;2;2;3;3;5;5;7
18300;1;3;2;6;9;8;0;0;9;2;1
18301;1;2;3;40;185;3936;35917;978160;14301513;464105440;9648558161
18302;1;7;68;279;7056;7100;349200;1400175;12622400;12637296;118881
18303;1;1;1;1;1;1;3;19;43;75;183
18304;3;5;11;19;31;59;79;89;131;151;191
18307;-1;1;-1;15;0;-47;-1;987;0;-3673;1
18309;1;4;2;3;5;6;7;8;11;12;9
18314;374;749;1124;3652;4027;4402;4778;7305;7681;8056;10959
18317;1;4;10;68;882;9972;355820;18442496;1309834738;0;0
18319;2;3;4;6;7;9;10;12;16;22;31
18321;1;1;1;1;26;1;1;27;27;1;1
18322;2;4;8;32;192;1536;15360;184320;2580480;41287680;743178240
18323;1;1;3;0;6;1;9;0;7;2;7
18324;3;7;3;2;5;1;1;1;5;6;8
18325;1;5;3;7;9;3;7;5;5;6;5
18326;1;6;9;12;15;18;21;24;28;31;34
18327;0;1;10;69;406;2186;11124;54445;259006;1205790;5519020
18329;0;48;768;4320;15360;42000;96768;197568;368640;641520;1056000
18330;4;7;10;15;18;23;26;31;38;41;48
18331;0;1;45;1981;87165;3835261;168751485;7425065341;326703000000;14374900000000;632497000000000
18332;72;214;214;610;511;610;1690;1189;1189;1690;4664
18333;3;5;19;53;163;485;1459;4373;13123;39365;118099
18335;1;2;12;144;2400;50760;1310400;39984000;1407490560;56143130400;2502730000000
18336;1;1;1;3;7;15;33;75;171;391;899
18342;59;2;5;31;89;509;113;1129;1951;7253;19609
18344;0;0;0;1;6;27;106;387;1350;4566;15102
18345;1;9;10;19;22;57;69;97;141;169;171
18346;2;5;7;17;23;29;71;101;113;127;179
18347;29;30;179;209;388;597;3373;3970;233633;237603;1421648
18349;0;1;2;6;17;43;100;220;467;969;1982
18351;3;7;11;19;23;47;59;67;71;79;83
18354;1;1;1;1;3;1;1;6;8;1;1
18355;5;185;1313;4925;13325;29585;57545;101813;167765;261545;390065
18356;1;18;306;5202;88434;1503378;25557426;434476242;7386096114;125564000000;2134580000000
18360;1324;1471;1774;1941;2449;2719;2893;3073;3326;3644;3742
18361;1;2;2248;54103952;9573520000000;7512500000000000000;19387600000000000000000000;134943000000000000000000000000000;2199110000000000000000000000000000000000;0;0
18364;1;1;2;3;5;8;3;1;5;8;6
18366;4;12;25;43;67;95;130;169;215;267;324
18367;2;3;15;54;207;783;2970;11259;42687;161838;613575
18368;1;1;1;1;5;1;10;1;26;1;220
18370;1;2;36;108;128;225;288;441;450;600;864
18371;0;2;2;10;12;30;40;82;110;190;260
18372;1;8;56;392;2744;19208;134456;941192;6588344;46118408;322828856
18374;1;21;357;406;490;584;827;1090;1914;3262;6228
18375;1;4;2;8;9;3;10;5;6;16;15
18378;37;37;333667;9901;2906161;333667;10838689;99990001;440335000000000;2906161;1344630000000000000
18382;1;2;4;16;26;42;57;512;730;1010;1343
18383;5;6;8;8;7;9;9;3;7;0;6
18384;1;1;5;1;1;4;2;1;1;3;5
18385;1;1;6;54;594;7371;99144;1412802;21025818;323686935;5120138790
18386;1;5;0;8;0;6;3;8;7;5;0
18387;222299;2418533;3019042;3147134;3604524;4722613;4722614;5716972;5765299;6428161;6443216
18391;2;12;112;1120;10112;101120;1002112;10010112;100101120;1001011200;10002010112
18393;0;1;2;3;4;5;7;8;9;11;16
18395;1;5;129;7965;910785;168520725;46302986625;17780900000000;9118680000000000;6027950000000000000;4993690000000000000000
18396;1;1;3;0;3;0;7;1;11;0;17
18397;1;0;1;0;2;1;3;2;5;4;8
18398;1;1;2;3;6;12;28;68;184;526;1602
18399;1;1;0;1;0;1;1;0;0;2;1
18400;1;-12;2128;3482688;-28510476032;-29203500000000;18429300000000000000;-709978000000000000000000;0;0;0
18404;1;17;65;81;513;529;577;593;2049;2065;2113
18405;0;0;1;4;10;24;50;108;220;452;916
18406;21;81;208;464;976;2000;4048;0;0;0;0
18407;10;100;330;400;590;604;1000;1300;1320;1460;1589
18408;1;0;0;0;12;-120;1020;-8820;82908;-867888;10145760
18413;0;0;0;0;0;0;1;1;2;3;4
18414;2;3;5;7;13;17;29;31;43;47;59
18416;1;23;45;45;231;231;252;253;483;770;770
18418;1;2;4;9;13;19;25;38;52;64;74
18419;0;0;2;0;2;21;0;2;45;232;0
18420;5;15;18;19;28;29;66;67;70;85;92
18421;1;1;7;6;0;4;7;4;2;8;5
18425;25;121;471663;931225;4473225;6953931;7301441;10713728;13246317;17332133;19367424
18426;1;1;1;3;1;1;1;5;3;1;1
18428;3900;39000;390000;3900000;12432420;16528050;19211220;28845180;29549520;29895180;34310100
18429;1;18;114;582;3466;20938;129642;813586;5161418;33012690;212531034
18431;8;39;84;129;178;338;722;1568;3362;7200;15488
18432;2;5;7;12;14;17;21;24;26;31;33
18433;6;3;15;1;3;3;3;3;3;1;3
18436;1;3;18;65;346;1288;6818;25518;136152;510532;2745347
18437;59;233;349;523;929;1103;1277;1451;1567;1741;1973
18438;0;0;2;2;4;2;3;4;5;5;6
18439;11;91;587;2833;14063;69573;345241;1713419;8503671;42203951;209464959
18441;2;3;3;6;12;6;10;50;50;10;20
18443;2;6;4;30;6;84;8;90;20;66;12
18444;3;5;17;157;0;0;0;0;0;0;0
18446;1;0;6;12;24;24;48;60;84;120;120
18452;1;3;4;6;10;20;51;138;190;360;378
18453;7;37;74;75;78;107;127;247;267;270;272
18454;1;8;9;26;139;304;1659;3622;5281;45870;2390521
18457;1;1;4;2;1;6;7;4;2;6;6
18459;-1;0;-1;1;1;0;-1;3;3;1;1
18460;1;1;3;1;3;4;1;3;9;1;3
18462;69593;110651;228647;250889;318919;396449;421913;498271;507431;554317;0
18465;0;1;2;5;9;16;26;42;64;96;140
18467;0;2;10;48;208;864;3472;13640;52664;200616;755992
18468;6;5;4;3;1;2;8;7;5;9;5
18472;1;23;506;11132;244904;5387888;118533536;2607737792;57370231424;1262150000000;27767200000000
18473;2;3;5;2;5;11;3;7;11;19;19
18474;0;1;2;3;4;5;6;7;8;9;18
18475;1309;1885;2013;2665;3729;5133;6061;6213;6305;6477;6853
18482;231;399;435;465;483;651;663;741;861;885;903
18486;23841107;42664981;76301977;57442261;74422619;57903589;35898803;33202877;28773319;46051903;19038727
18487;1;0;3;2;10;12;36;56;136;240;528
18489;0;3;25;98;270;605;1183;2100;3468;5415;8085
18492;1;1;1;1;2;3;3;4;6;8;9
18494;1;1;2;1;3;2;1;4;3;2;1
18495;0;1;3;5;8;3;19;9;18;13;44
18504;8;14;24;44;80;152;288;560;1088;2144;4224
18506;1;1;3;8;30;95;385;1401;5815;22659;96885
18508;5;179;809;3359;4217;6761;18041;21587;26861;49367;67187
18509;1;7;5;1;25;23;19;11;79;77;73
18510;1;1;3;29;0;0;0;0;0;0;0
18511;13;1215;76955;5280827;356768525;24177895648;1637500000000;110916000000000;7512750000000000;508868000000000000;34467500000000000000
18513;1;0;0;0;1;0;0;0;1;0;0
18514;0;1;7;2;5;8;8;3;11;5;9
18515;17;34;35;68;69;70;75;136;138;140;141
18516;27;2;3;1;2;1;1;1;7;4;1
18517;0;1;3;1;3;1;3;7;3;11;9
18518;3;3;2;3;9;5;6;5;7;8;6
18521;15;16;26;33;34;39;46;57;69;76;79
18522;2;0;227;2777;22277;272227;2227727;22227277;222222227;2222222777;22222222277
18524;1;2;2;3;5;3;4;8;8;4;5
18525;1;3;9;11;15;129;131;137;139;143;153
18528;763;767;1066;1088;1206;1304;1425;1557;1561;1634;1653
18533;0;0;0;0;1;5;30;210;1470;13230;132300
18537;0;0;1;0;2;1;2;1;4;3;5
18541;1;2;10;70;626;6774;85714;1238710;20096146;361205046;7118099922
18545;1;2;7;151;257;1823;3048;5588;6875;7201;8973
18547;2;5;7;43;59;83;97;157;173;197;211
18548;5;11;12;16;17;24;28;29;43;64;70
18549;3;6;12;12;18;21;27;27;30;36;42
18550;15;143;527;655;1039;1167;1551;1679;0;0;0
