Id;Sequence;Sequence;Sequence;Sequence;Sequence
24784;1;2;9;3;7
24785;1;1;1;5;17
24786;0;0;0;0;14
24787;1;2;2;4;5
24790;2;9;50;295;1792
24791;13;169;677;1835;4047
24792;56;2642;27854;149942;559028
24793;2;289841;6,13262E+21;0;0
24795;2;62;431;2394;9546
24797;0;2;8;20;28
24800;1;22;399;7164;128557
24801;157;227;241;281;359
24806;1;1;2;5;16
24813;3;2;10;15;42
24817;10;14;15;18;21
24820;2;10;14;83;669
24821;9;8;7;6;5
24823;72;108;128;200;256
24825;0;1;26;675;17524
24828;1;4;3;9;4
24830;1;1;2;3;5
24834;1;47;2162;99452;4574792
24835;0;1;1;1;2
24836;39989;48989;56999;57899;58889
24840;1;2;5;16;67
24844;7;11;17;23;37
24846;1;2;3;4;5
24847;1;8;5;0;8
24849;1;0;-2;12;-32
24855;0;0;0;0;0
24856;17;12491;14723;42437;57089
24860;1;16;57;136;265
24861;2;3;5;9;7
24863;1;1;1;2;0
24864;1;17;293;5331;101950
24866;0;1;-5;10;25
24872;1;5;65;89;119
24873;1;15;89;519;3025
24875;1;73;289;649;1153
24881;2;3;4;5;6
24882;3;40;336;2304;14080
24885;19;23;27;32;37
24886;0;8;44;233;1997
24887;5692570;1279810940;24602390018;4,05335E+12;1,19606E+14
24889;1;2;8;27;82
24891;431;433;18521;18523;1940597
24892;191;36481;3425501;314918295;31208037240
24894;1;8;49;272;1440
24899;1;2;8;13;21
24900;4;2;0;8;4
24904;0;4;5;9;16
24907;2;727;147853;7405927;3456720989
24909;22;61;85;142;166
24910;1;11;6;16;11
24913;1;1;1;1;1
24921;82;100;102;103;106
24922;2;3;5;7;13
24925;1;4;14;50;180
24926;1;1;2;1;4
24927;2;8;58;926;36676
24929;0;2;6;15;60
24931;1;7;27;69;141
24932;1;3;23;69;89
24936;1;3;15;82;495
24937;9;10;89;100;899
24939;8;16;31;60;116
24940;1;1;3;8;15
24941;10;15;36;100;300
24942;1;19;5881;115321795;1,01472E+14
24945;1;1;1;1;1
24946;1;212;333;464;525
24950;6;9;15;27;33
24952;1;4;11;20;32
24953;1;1;1;4;8
24955;4;11;78;612;46374
24956;0;1;1;2;5
24957;1;-4;8;-214;8632
24960;200;322;770;982;2848
24963;1;1;3;7;14
24964;1;3;8;18;37
24965;1;9;67;477;3355
24966;6;10;6;34;6
24968;149;439;1319;2069;2089
24969;1;0;3;0;0
24974;1;2;6;12;18
24975;1;1;3;6;24
24976;128;10;93;85;10
24977;1;-3;6;-10;16
24978;1;0;0;0;0
24979;4;3;8;3;7
24980;1;1;2;24;25920
24983;1;8;1;120;24
24987;1;1;26;76;776
24988;4;32;512;12288;393216
24989;1312;29824;8341504;134029312;34356723712
24992;1;21;420;8400;168000
24993;1;2;2;2;10
24996;3;2;5;8;0
24998;3;9;20;61;187
25001;1;2;6;8;24
25002;1;2;6;21;75
25003;1536;2560;3584;5632;6656
25004;7;18;29;40;51
25007;3;6;9;29;36
25009;0;0;0;0;0
25010;1;2;3;5;7
25013;1;2;8;31;134
25014;0;1;8;43;190
25016;0;1;12;10;11
25018;1;44;1892;81356;3498308
25020;1;8;86;1094;15184
25023;0;0;0;0;0
25024;15;105;195;420;465
25025;0;0;3;1;4
25026;0;1;5;17;0
25030;361;2476099;16983563041;1,1649E+14;7,99007E+17
25032;1;1;1;1;0
25034;1;2;3;4;5
25037;0;1;1;2;1
25040;25;51;76;127;1600
25042;1;4;8;11;22
25044;2;2;4;3;3
25050;1;1;1;1;1
25051;1;1;1;1;2
25052;41;61;101;241;349
25053;1;12;16;27;30
25056;0;0;0;1;1
25059;0;3;-7;54;2640
25060;3;3;3;11;12
25062;58659;0;0;0;0
25063;1;4;44;1276;96976
25064;1;11;154;2618;52360
25065;1;1;3;1;2
25066;2;3;4;3;2
25068;2;5;11;257;526
25070;1;1;2;1;1
25075;1;3;12;51;225
25076;12;108;1500;8232;79860
25079;1;7;1;7;3
25081;0;1;0;1;-3
25082;2;2;3;3;2
25086;1;1;1;1;2
25088;0;0;1;3;5
25090;0;0;0;1;2
25095;1;19;326;5546;94287
25096;15;39;71;87;95
25098;1;2;-3;6;-18
25099;9;18;10;45;63
25100;9;3;5;5;3
25103;88;204;491;1347;3781
25104;0;0;7;54;484
25106;1;1;2;9;64
25109;1;3;3;6;3
25110;1;3;5;2;9
25113;42;1764;14946;70216;239490
25115;1;1;2;5;14
25116;1;2;3;4;6
25117;0;1;5;11;19
25119;0;1;1;2;2
25120;1;1;1;1;4
25126;1;3;5;8;12
25130;1;3;49;1915;143905
25131;0;0;10200;27551817;42873095694
25132;1;1;1;3;3
25134;6;5;11;10;6570
25136;1;1;-511;-1535;783361
25137;5;2;2;9;4
25139;5;14;26;32;52
25145;3;3;3;3;3
25146;0;64;4832;450473;57412424
25147;2;23;2351;2357;2357119
25148;0;0;0;0;0
25149;0;2;2;2;3
25153;1;-1;7;-9;10
25154;1;1;1;4;10
25156;1;2;4;5;8
25157;0;1;1640;123744;1546356
25159;10;20;30;40;50
25160;1;1;5;38642;3,56825E+15
25162;1;2;3;4;5
25163;0;4;8;9;13
25164;1;19;2869;84663;995241
25165;0;4;0;5;7
25166;6;20;23;30;31
25167;1;1;3;10;35
25170;0;0;0;0;0
25171;1;2;29;61;211
25173;8;18;34;64;116
25174;1;1;7;163;11602
25175;1;12;122;1223;12232
25176;5;12;24;36;52
25179;30976;5177344;593036512;77815012608;9,97725E+12
25180;1;2;6;8;6
25184;1;-2;-4;8;7
25185;3;4;5;6;7
25187;17;97;113;193;241
25188;3;4;5;21;22
25191;2;11;29;787;15773
25196;1;3;2;6;14
25197;1;3;6;7;10
25198;1;1;1;3;8
25203;1;15;163;1577;14417
25205;8;10;17;22;24
25206;8;14;20;26;59
25209;2;13;1223;2357;4013
25211;1;4;5;29;34
25213;11;26;41;56;71
25216;1;1;1;2;4
25218;1;1;17;721;58337
25219;1;1;1;1;1
25221;1;4;41;414;4181
25224;268435456;1180256;236213312;20631729648;3,35592E+12
25227;1;1;1;4;2
25228;9;81;163;171;244
25231;2;3;5;7;23
25232;1;2;3;4;5
25234;1;2;9;58;401
25235;4;7;12;35;56
25236;1;3;2;6;4
25237;0;0;0;0;0
25238;247141;689509;1008659;1629809;1658669
25241;-1;0;2;-4;8
25242;41;61;661;881;2221
25243;4;16;256;4096;16777216
25246;225;361;441;529;625
25247;2;3;4;32;58
25248;1;3;6;12;24
25249;1;4;12;40;132
25253;3265920;534;74;13;8
25254;1;1;1;2;2
25256;1;1;0;2;0
25259;1;11;301;15371;1261501
25260;0;1;1;2;3
25261;1;1;4;9;42
25262;2;4;5;4;6
25265;2;4;3;6;9
25266;30;210;246;858;1722
25268;2;5;8;11;14
25271;1;1;4;24;216
25272;3;21;152;1518;11499
25273;1;3;2;7;6
25275;1;1011;1011121;1011122331;1,01112E+12
25278;729;786432;831474432;8,78053E+11;9,27173E+14
25279;9;10;14;22;46
25281;1;0;0;0;0
25283;1;2;9;3;29
25287;0;1;2;3;4
25290;4;9;9;16;25
25291;2;2;32;104;10180
25292;1;10;7;15;36
25293;5;1;6;2;7
25296;1;6;6;0;9
25297;2;250;4262;31928;152244
25298;1;4;7;12;15
25301;1;1;7;7;7
25313;1;1;2;7;37
25315;23;254;277;531;6118
25318;13;13;29;13;193
25319;3;7;11;21;25
25322;1;2;5;7;10
25324;1;-1;0;-2;1
25325;1;0;1;0;1
25326;0;1;22;63;124
25329;0;-1;1;0;4
25330;1;1;1;1;1
25331;1;1;4;16;81
25332;1;1;0;1;1
25333;1;8;41;241;1394
25334;0;0;-1;3;-6
25336;3;6;63;66;663
25337;1;1;3;1;14
25338;521;821;859;1069;1459
25340;0;0;2;0;2
25341;1;6;85;1650;40500
25344;6788;6878;6887;7688;7868
25349;1;2;3;10;39
25351;1;0;0;3;0
25352;1;-1;1;1;-1
25354;1;1;1;1;1
25358;1;63;45199;182199871;2,80174E+12
25360;0;0;0;2;1
25361;4;6;9;1;0
25363;0;0;28;234;1008
25365;1;1;3;1;5
25366;0;0;0;0;0
25367;2;5;13;30;65
25368;1;2;5;37;523
25369;0;4;9;12;19
25371;14;28;29;42;44
25373;3;5;17;23;50
25374;2;2;4;4;4
25375;1;-7;-207;5033;254817
25377;1;4;13;28;111
25378;1;21;31;51;111
25379;1;1;1;1;2
25380;2;3;5;7;11
25381;1;7;26;62;123
25383;13;28;47;62;73
25385;5;735;388495;481590401;1,1373E+12
25386;1;1;1;1;1
25387;1;2;5;3;3
25391;1;16;70;189;399
25392;1;1;2;2;1
25395;1;5;30;195;1330
25396;1;4;28;463;20863
25397;22;13;10;80;32
25398;12;24;36;40;45
25399;0;1;2;5;9
25400;1;47;2162;99452;4574792
25401;1;1;2;3;4
25411;1;1;3;5;10
25412;1;2;6;18;63
25414;1;626;392501;246097501;1,54303E+11
25415;2;8;9;18;9
25416;1;1;9;33;89
25418;1;4;5;6;8
25420;16;256;768;2421;8736
25421;1;1;3;3;1
25422;1;10;19;82;91
25424;1;8;48;288;1728
25425;11;129;643;2191;5963
25426;1;-7;-8;679;712
25427;105;2205;26775;247555;1939630
25429;1;-2;1;-4;0
25430;3;7;16;36;81
25431;3;27;2322;733752;5327773272
25432;1;1;1;1;1
25433;1;11;12;1121;122111
25434;8;108;730;3576;14414
25437;1;1;32;3183;650929
25438;1;123;14952;1828145;223535960
25441;0;-1;-1;-2;0
25443;31;71;151;191;271
25445;1;3;384;2048000;5,184E+11
25447;10906923;1268962;1477939;1642077;1727928
25448;-1;1;2;3;2
25449;1;125;15625;1953125;1220703125
25450;4374;46746;408432;3858082;35345798
25456;1;2;3;4;5
25457;1;3;11;19;33
25458;1;2;3;6;5
25459;0;1;2;3;5
25469;1;2;3;4;6
25471;1;2;11;155;3280
25473;1;5;16;49;129
25474;0;2;3;2;5
25475;0;-30;88;-166;246
25476;1;19;121;439;1171
25477;4;9;16;36;64
25480;1;2;2;2;6
25481;1;2;33;4,44444E+32;0
25482;1;2;3;5;6
25484;1;12;105;816;5985
25485;1;7;49;343;2401
25486;1;3;7;7;21
25487;1;3;6;5;10
25490;1;1;2;4;12
25492;3;7;11;13;23
25495;1;17;82;273;626
25496;1;0;0;16;206
25499;1;7;42;252;1512
25503;26;2;52;2;52
25506;0;3;6;4;4
25507;1;7;1527;11721313;3,05039E+12
25508;1;11;142;1725;20732
25509;2;7;52;2133;2590407
25510;7;85;1660;48076;1942416
25511;1;2;4;9;16
25512;0;1;2;3;4
25513;10;6;13;1;13
25515;1;26;440;6190;78981
25518;1;0;0;6;4
25519;1;4900;4160200;1393966700;2,50784E+11
25523;5;5;7;5;7
25527;4;7;11;14;17
25530;7;91;247;475;775
25533;81;399;399;1620;2577
25534;1;2;11;145;4950
25535;9;289;676;9801;12168
25536;1;2;0;3;0
25537;1;4;11;23;38
25541;1;3;2;1;6
25543;1;1101;1211101;1332211101;1,46543E+12
25544;0;6;2;20;12
25545;1;1;1;2;2
25547;0;0;1;2;9
25548;1;-2;-3;4;6
25550;1;0;-1;-2;1
25551;10;60;52;68;131
25552;0;1;4;4;-480
25553;1;3;8;11;19
25555;1;1;0;1;2
25556;5;6;7;8;10
25557;0;2;8;54;320
25561;50;198;444;788;1230
25562;9;0;1;5;4
25563;7;24;51;9;88
25564;3;9;50;250;1000
25566;9;10;26;33;65
25569;1;2;3;3;6
25575;1;1;3;19;300
25577;1;1;2;3;4
25578;21;121;422;1121;2507
25580;1;5;7;8;9
25581;1;0;0;2;10
25582;26;39;62;93;143
25585;1;-4;68;-2528;160400
25586;3449;3169;2897;2633;2377
25588;0;0;50;750;7500
25589;1;2;11;68;449
25591;1;1;1;2;1
25592;0;1;10;161;4026
25593;1;36;829;15576;260425
25594;1;1;1;1;1
25596;1;2;16;496;63488
25599;1;6;19;996;11222
25602;1;1;1;1;2
25603;1;2;4;8;3
25604;1;11;73;368;1552
25609;0;3;5;6;8
25611;2052;1920;3092;3924;4498
25612;1;4;12;91;1025
25614;3;6;20;54;275
25615;2;4;8;10;13
25616;5;2;4;8;8
25617;8;20;52;132;340
25621;11;15;16;25;35
25622;6132;17077;50590;161097;579771
25624;0;1;2;3;4
25625;1;4;10;18;38
25627;0;0;0;0;1
25628;1;2;6;1;20
25629;1;1;1;3;1
25631;1;52;115923;1382610724;5,17159E+13
25632;0;0;0;0;0
25636;33;313;313;2908;7653
25637;1;2;3;6;10
25640;1;2;16;168;2112
25649;0;1;32;27;16
25651;21;4;6;8;12
25652;2;4;8;15;27
25654;138;226;376;574;836
25657;0;0;0;0;1
25659;1;3;10;42;248
25661;1;29;421;5069;70837
25664;829;928;9059;9149;9239
25665;0;0;0;0;0
25666;2;3;5;7;13
25668;1;3;4;9;12
25669;1;15;16714;1084539825;1,814E+15
25671;1;1;5;5;21
25674;1;1;1;1;1
25682;1;1;1;1;1
25684;1;1;2;2;2
25685;1;0;0;10;-840
25692;31;6;4;1;1
25695;0;2;3;3;4
25696;1;1;1;1;2
25698;1;19;342;6156;110808
25699;13;23;41;65;101
25706;11;41;61;71;101
25708;11;101;167;211;257
25709;0;0;0;0;1
25711;1;15;210;2940;41160
25712;0;0;0;0;0
25720;1;1;1;2;1
25723;5;13;37;293;397
25725;0;1;3;9;36
25726;1;1;6;36;216
25728;10;4;2;10;10
25732;-101;625;-665;-1151;-1211
25734;0;1;0;0;1
25737;1;3;14;71;370
25738;6;12;18;30;36
25739;1;19;38;57;76
25740;1;1;5;463;1092208
25741;16;25;36;49;529
25744;19;43;67;79;127
25745;1;3;5;7;10
25746;2;58;64;81;0
25751;9;187;1201;14231;160800
25754;1;4;8;18;38
25759;1;1;1;2;2
25775;1;2,0823E+16;324;4,13043E+27;5832
25776;1;-11;347;-1155;163327
25777;1;2;6;11;23
25778;8;6;11;19;35
25780;1;1;1;3;2
25781;1;1;0;1;0
25786;7058;7074;7078;7094;7106
25787;1;2;1;6;5
25789;1;-1;-23;6;1919
25792;1;2;0;3;4
25794;4;4;6;4;40
25796;74;218;493;565;1037
25797;1;26;26;676;26
25800;1;4;104;6598;778200
25805;1;19;121;791;5217
25807;1;1;2;1;3
25808;1;4;7;6;5
25809;1;1;9;593;304857
25813;1;2;3;4;6
25814;1;1;1;1;2
25817;1;511;174251;50955971;13910980083
25818;0;1;2;3;4
25820;1;1;1;2;6
25826;1;5;40;515;10810
25828;1;3;2;9;4
25829;0;0;1;4;12
25833;1;3;1;-1;-3
25836;3;31;311;3119;31193
25837;0;1;4;9;100
25839;1;2;5;8;9
25840;1;19;189;1310;7105
25842;0;0;1;2;2
25843;1;3;7;12;18
25845;1026;19458;174762;1170810;6751386
25846;0;3;5;17;24
25850;1;3;7;22;52
25851;35;1225;2233;14825;49586
25852;0;0;0;1;3
25860;1;9;225;441;625
25861;0;1;2;3;5
25863;1;50;2450;120050;5882450
25864;0;1;0;1;0
25865;1;1;2;3;3
25866;6;0;6;9;5
25869;0;2;1;5;7
25871;1;0;0;0;1
25873;8;16;32;64;128
25876;2;6;20;72;272
25877;15;1750;1080457;2423004172;2,12003E+13
25880;0;1;256;257;6561
25881;0;5;10;15;20
25882;1;0;1;1;0
25884;6;8;10;12;12
25885;1;0;0;0;11160
25887;2;6;30;120;360
25888;1;6;120;672;30240
25891;5;17;77;89;119
25894;0;1;2;3;4
25898;1;2;4;9;17
25899;1;2;3;4;5
25901;78;2520;80496;2574592;82334080
25906;0;2;2;6;6
25909;10;13;12;56;48
25910;14825;440505;13066921;387763760;11506373601
25912;1584;15284;81880;317916;1598296
25915;43;139;251;379;523
25916;0;1;2;3;4
25918;0;1;1;4;2
25921;3;7;8;4;1
25922;10;10010;10010101110;1,00101E+16;1,00101E+22
25926;1;1;4;5;144
25929;1;3;5;9;11
25930;0;1;1;2;2
25931;1;-1;1;-2;3
25932;0;1;128;129;2187
25933;1;1;1;3;9
25937;2;3;19;29;41
25942;1;0;3;2;8
25943;2;3;4;5;6
25944;1;3;8;18;37
25945;101;11100111;1,1111E+12;1,11111E+17;1,11111E+22
25949;112;660;7716;107464;1481908
25951;0;1;1;2;1
25954;1;6;45;344;2670
25955;1;43;1806;75852;3185784
25956;28;29;173;375;923
25958;1;5;105;8820;2910600
25959;7;97;977;7877;97777
25960;4096;68719476736;5,66939E+13;4,096E+15;9,5429E+16
25962;3;7;65;1302;48677
25964;1;9;3;4;0
25965;1;2;6;20;65
25967;1;1;1;1;1
25968;1;1;2;1;1
25969;1;0;-254;-6555;-65512
25970;1;333;623;956;1145
25973;2;3;3;7;31
25975;1;1;0;-1;-1
25978;1;2;6;4;30
25979;1;2;3;3;3
25982;4;14;21;33;46
25983;1;1;7;43;265
25984;0;1;3;2;6
25987;1;8;5;96;5
25988;4;6;2;8;1
25989;409128;208772880;1,06094E+11;5,39618E+13;2,74408E+16
25992;0;1;4;2;9
25995;4;4;10;10;23
25996;0;2;38;13;1674
25997;1;2;20;128;752
25998;1;5;20;74;278
25999;0;1;2;4;8
26000;1;4;1;9;2
26002;1;2;3;12;97
26006;1;0;0;0;3
26008;1;141;28681;7100821;1825913781
26010;1;2;3;5;8
26011;32;392;3992;39992;399992
26012;1;4;31;231;1093
26013;1;4;21;260;5909
26018;0;1;1;1;3
26020;5;0;7;8;3
26022;0;1;3;9;20
26023;2;3;5;6;8
26026;0;0;0;32;348
26029;16;256;4096;65536;1048576
26030;0;1;1;2;5
26032;61;37447;111109;271451;1118479
26033;1;2;2;1;2
26037;10;12;14;15;16
26040;55;66;75;79;82
26041;0;1;15;16;65
26042;1;1;1;1;9
26048;1;1;2;2;2
26050;3;4;5;6;7
26054;1;11;29;59;115
26057;1;7;15;25;35
26058;-4;-1;2;13;40
26059;3601;23129;45418;74065;111677
26060;3;16;83;416;2083
26061;31;223;479;607;863
26062;1;1;1;1;1
26064;1;2;6;22;86
26065;1;1;1;1;3
26066;2;17;84;545;7824
26069;1;2;2;4;3
26070;0;0;0;0;0
26071;8;4;6;4;0
26074;1;1;3;11;47
26077;1;2;4;7;8
26079;512;5159780352;1,20727E+12;3,51844E+13;4,06671E+14
26080;3;5;5;7;11
26081;5;7;9;11;13
26082;2;37;7517;5171119;1711191359
26083;1;1;3;7;18
26088;1;3;7;21;37
26090;1;1;2;3;6
26091;19;28;87;99;104
26092;1;2;4;10;28
26093;1;2;4;243;1,98816E+11
26096;541;761;1465;1781;3805
26097;0;1;2;3;4
26098;1;3;14;72;376
26108;2917;401;1399;3421;4807
26112;1;0;4;0;12
26114;12;144;396;1089;6765
26115;1;-2;2;4;-10
26116;103;203;303;403;503
26117;6;6;42;42;294
26118;2;7;9;11;12
26121;0;0;1;1;0
26122;3;4;5;6;8
26124;7;14;112;1008;11088
26126;1;5;10;37;26
26127;0;0;0;0;0
26128;1;1;5;18;70
26129;1;2;2;3;2
26130;1;-11;-42;4103;13902
26131;4;8;9;25;27
26133;1;15;216;3430;61440
26134;1;5;21;26;47
26136;3;5;11;31;131
26137;2;3;6;4;12
26142;141;177;183;237;282
26143;1;0;0;0;0
26146;5;3;67;53;11
26147;1;3;8;22;62
26148;6939;626525;12608631;119743353;724789395
26149;1;56;60;96;132
26150;6;9;15;18;45
26151;0;9;21;45;49
26152;1;1;1;12;111
26153;8;26;236;3824;58816
26154;1;23;257;2375;25485
26155;3;19;79;127;131
26160;1;0;3;0;0
26161;1;1;2;10;39
26163;1;0;1;0;1
26164;1;4;14;40;76
26165;1;15;7445;70985206;8,61595E+12
26168;2;6;15;19;207
26169;2;1;1;1;2
26170;0;0;5;17;50
26173;1;3;5;8;11
26176;0;1;2;3;5
26177;1;1;1;1;2
26178;1;15;210;2940;41160
26179;42;44;51;52;60
26180;0;690;16925;237652;2518957
26181;2;9;150;3232;82614
26184;1;0;0;0;0
26185;1;-1;1;0;0
26194;1;1;-1;1;0
26197;14;9;28;11;7
26198;31;41;59;265;358
26201;1;1;1;1;1
26203;0;0;0;0;1
26205;5;59;599;0;59999
26206;169;784;2401;10816;21609
26208;1;3628800;654729075;8,95759E+13;1,40634E+20
26211;0;2;5;8;9
26212;2;4;5;10;12
26215;0;0;0;0;3
26216;0;31536000;63072000;94694400;126230400
26217;1;31;271;1281;4251
26220;1;1;2;5;27
26221;1;1;1;1;1
26223;1;9;23;51;175
26227;0;4;3;0;0
26228;2;3;5;41;43
26230;300;22388;1851020;154482340;12912752876
26232;1;2;6;44;394
26235;1;1;1;1;2
26237;3;3;15;84;497
26238;3;1;1;5;1
26239;1;2;3;3;3
26245;1;2;9;44;225
26247;2;1;4;8;1
26249;-10;1;34;89;1516
26250;1;1;4;7;14
26251;0;0;0;0;6
26253;1;3;7;14;15
26254;37;283;857;1021;1103
26256;1;4;169;391;1546
26257;1;7;83;467;10307
26258;1;3;8;15;6
26260;7;8;4;9;2
26266;0;9;118;746;3244
26267;1;0;1;1;0
26274;3;8;3;8;3
26275;1;2;3;6;8
26276;1;7;61;601;6595
26278;2;3;4;5;6
26281;42;106;170;234;298
26283;0;6;12;72;132
26284;1;0;2;1;8
26285;1;12;420;18480;900900
26286;0;784;73200;3884640;182107936
26287;1;1;1;2;2
26289;4;14;22;27;39
26292;2;11;103;1033;10247
26293;1;8;2;6;1
26294;0;2;5;14;33
26295;113;137;257;353;617
26296;1;2;3;3;5
26299;1;3;4;5;7
26300;2;3;4;6;7
26301;1;33;561;6545;58905
26304;4;9;25;361;144
26307;0;1;2;3;7
26308;720;1920;5580;14370;17160
26312;1;8;33;76;129
26313;10;33;20;55;84
26315;400;644328;746250884;8,1167E+11;9,03529E+14
26318;1784090467;1183898827;1445683123;1370213483;1571224183
26319;2;3;12;63;378
26320;11;431;641;1061;1481
26322;1;3;0;4;9
26325;1;4;5;6;9
26326;41;2;83;3;7
26328;1;1;1;1;2
26329;9;81;166;438;1042
26333;1;4;10;19;31
26340;0;16;20;68;76
26342;1;5;15;105;42
26344;0;1;3;8;19
26345;17;123;178;865;2781
26347;8;12;105;1331;10013
26348;0;1;1;2;3
26350;0;1;1;2;3
26354;1;3;9;27;81
26357;0;1;2;2;1
26359;2;3;5;7;181
26361;1;4;7;9;13
26363;0;1;2;4;6
26364;0;0;1;1;0
26367;47;53;64;70;81
26368;5;5;11;58;142
26371;1;2;2;2;8
26376;0;1;5;49;529
26377;0;3;18;73;256
26378;1;0;2;8;10
26381;1;393120;69837768000;1,2823E+16;2,37374E+21
26382;1;12;106;1018;10312
26383;1;2;2;4;3
26385;0;3;4;5;8
26387;3360;13440;30240;43680;53760
26388;10;13;14;15;16
26389;1;3906;12714681;40053706056;1,25368E+14
26390;34;46;64;94;142
26393;1;3;14;98;944
26397;1;14;182;2366;30758
26399;7;40;125;260;409
26400;8;41;41;218;425
26402;1;2;1;0;3
26406;1;0;0;0;0
26410;1;26;117;316;665
26413;1;2;9;15;16
26414;1;2;11;14;25
26417;6;24;264;3312;48240
26418;1;2;6;6;0
26420;2;4;46;54;80
26422;0;1;2;3;4
26424;1;20;260;360;365
26425;-1;2;-2;-6;9
26429;2;6;25;98;462
26432;1;1;9;249;14129
26436;4;4;4;4;0
26437;1;4;9;16;25
26438;1;1;2;2;3
26440;1;50;2450;118825;5762400
26441;361;893871739;2,21331E+15;5,48039E+21;1,357E+28
26444;6;1;9;28;77
26445;105;231;273;345;357
26448;5;3125;1953125;1220703125;7,62939E+11
26449;1;20;336;5440;87296
26453;1;0;-1;0;1
26455;1;2;5;7;8
26457;1;3;4;6;7
26458;3;6;8;6;4
26459;1;1;2;2;3
26460;2;4;4;6;16
26461;1;1;2;2;8
26462;0;0;1;3;6
26463;0;24;1;18;20
26465;3;17;21;53;57
26466;0;2;3;32;40
26467;1;1;1;2;1
26468;16;70;292;1197;4864
26469;1;1;9;8;1
26471;16;256;784;5776;25600
26472;29;1;58;1;58
26473;1;-55;3135;-206921;15853838
26478;1;26;676;17576;456976
26479;1;12;192;3840;92160
26483;15;29;36;40;42
26485;374;574;614;622;999
26486;1;2;5;16;67
26488;1;1;1;1;1
26496;213562373;488016887;688724209;807856967;718753769
26497;25;125;457;1353;3771
26501;6;6;7;9;8
26502;1;2;8;24;104
26503;1;4;5;11;19
26504;1;1;1;2;3
26507;1;44;28681;122975608;2,21705E+12
26508;0;1;210;40755;7906276
26510;1;2;1;2;1
26513;1;6;102;131;230
26515;8;10;11;12;13
26516;2;3;3;6;4
26519;41;4;42;40;48
26522;312;1;3;195;45
26524;0;0;0;0;0
26525;208;104968;71582944;54975633976;4,5036E+13
26530;1;17;152;952;4691
26533;9;4;0;6;5
26534;0;0;0;1;2
26535;1;5;26;140;775
26536;0;0;0;3;24
26538;0;0;2;2;4
26540;1;1;5;36;338
26542;4;3;31;13;781
26544;2;12;21;112;121
26551;1;5;1;16;5
26552;1;4;40;41;100
26553;7;16638;3631421;141521639;3087218304
26558;1;1;-1;-3;0
26559;1;3;21;162;1341
26561;1;1;2;6;96
26562;1;1;1;1;1
26563;1;2;4;10;23
26566;769;967;1697;2777;3637
26567;1;5;7;11;17
26568;1;1;2;2;4
26571;0;0;0;0;0
26573;1;3;4;31;35
26575;1;3;4;12;7
26577;3;15;105;315;6930
26578;4;50450550544;54504505444;5,44054E+13;4,44055E+14
26579;1;4;5;13;14
26580;54;135;216;297;378
26581;3;5;6;7;10
26583;6;7;3;2;3
26584;0;0;0;1;16
26586;0;0;0;0;0
26587;1;49;1681;57121;1940449
26590;110;182;220;364;374
26596;1;1;6;43;856
26600;1;1;2;5;15
26601;1;2;4;8;9
26605;72;73;74;75;76
26607;1;2;4;12;80
26609;0;6;12;7;8
26615;4293;47883;719125;6579664;70193731
26616;1;1;7;80;3117
26617;1264460;2115324;2784580;4938136;7169104
26618;3;6;42;154;693
26619;1;2;3;4;5
26622;3;5;11;17;29
26623;1;5;354;67171;14914341925
26626;2;4;5;7;8
26627;2;3;4;5;6
26628;1;0;2;2;10
26633;1;2;2;3;3
26634;1;3;5;7;9
26636;1;1;4;1;8
26637;41;73;89;137;233
26638;1;2;3;4;9
26639;0;0;1;1;0
26641;190;36100;4841210;632716336;82169395789
26642;1;2;2;9;15
26643;0;4;5;7;8
26644;1;2;2;2;2
26645;2293;5001;16561;23341;31279
26650;0;0;0;1;1
26654;1;2;-1;3;-4
26655;1;0;1;1;1
26657;1;3;9;17;31
26661;0;0;0;0;0
26662;2;1;5;6;5
26663;0;37;197;1369;8991
26664;34;115;196;277;314
26665;1;2;3;4;5
26668;10;84;15630;5764808;3,13843E+12
26669;0;0;0;0;0
26672;110;211;312;413;514
26673;2;9;3;0;5
26675;1;2;3;2;5
26679;1;0;0;0;3
26681;2;13;739;4937;24691
26683;1;4;11;36;116
26684;0;1;2;7;8
26687;1;-1;1;1;-1
26689;1;2;8;39;212
26690;0;1;3;11;41
26692;1;-1;13;-277;12185
26694;684;1146;9483;40401;235003
26695;1;1;3;9;27
26698;10;58;77;129;381
26699;120;672;523776;459818240;1476304896
26702;1;2;0;-10;15
26703;3;5;11;13;17
26711;1;1;2;3;7
26712;2053;2083;2099;2131;2141
26713;0;2;8;10;16
26714;338;2038;12278;72802;434174
26715;2;3;0;5;2
26717;1;0;0;2;2
26718;1;1;1;2;5
26719;0;1;5;2;5
26720;0;0;0;0;0
26724;0;2;8;6;7
26725;0;2;2;1;0
26727;57;58;59;60;61
26729;0;1;28;103;403
26730;0;2;20;160;1200
26731;12429793;124097;14239807;135697;7561
26732;2;8;15;48;1152
26734;1;1;2;6;21
26735;2;19;74;113;197
26737;0;0;1;0;7
26738;1;3;23;11;47
26739;5;82;1326;20928;329064
26743;1;1;3;16;19
26744;1;1;1;1;2
26745;1;22;462;9702;203742
26747;1;1;1;1;0
26750;0;10;1110;11110;100110
26752;1;2;3;4;5
26754;0;8;12;15;17
26755;1;2;88;3056;319616
26762;1;2;3;4;5
26772;2;3;5;19;23
26774;1;487;236681;115026479;55902632113
26776;1;1;2;27;137
